Contract_month to month,Contract_one year,Contract_two year,Contract_unknown,InternetService_dsl,InternetService_fiber optic,InternetService_no,InternetService_unknown,MonthlyCharges,Partner,SeniorCitizen,gender,tenure,Churn
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8365215398602172,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.8681454491789135,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4203243883490828,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.4641235428539152,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5016056724033463,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.2870145759316704,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2217110399995137,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.189617278291299,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.744395545873197,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.3041400046567335,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5006777090681098,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.2886730121050429,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33768368535761806,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.6784682695046342,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.100948655077877,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.3985348890736839,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4440132955439468,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.492040299348345,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9775411035070671,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.006077732185328066,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6267800499285348,-1.137222981093309,2.694974322315176,0.9771786166205685,-1.357263691572433,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3729752397172212,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.0758253736298695,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7500003903512572,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.2020128741974503,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.84371413458487,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.22828832705209648,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.646604073339011,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.18645748894371378,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05362073754998398,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.5144805241179957,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16244480591197502,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.302727976991707,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0685242611031898,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.7653279012675853,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6354619664190715,-1.137222981093309,2.694974322315176,0.9771786166205685,1.3967339330312503,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1485954193688834,-1.137222981093309,2.694974322315176,-1.0233543622335455,0.8881929989303264,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12506643980584167,-1.137222981093309,2.694974322315176,0.9771786166205685,-1.6792079813765695,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.018874032378772984,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,1.696308078635962,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2949993030976361,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-1.3499452146809467,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.19129718273551677,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.6452413409510711,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6465142876153243,-1.137222981093309,2.694974322315176,0.9771786166205685,1.4000490033482915,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23902041448379074,0.8793350263099811,2.694974322315176,-1.0233543622335455,1.3906434227452462,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6183988700916925,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.5515304572745352,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2964264175073016,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.7236276515457545,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9708131630218046,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.9259409664327484,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7899114646445101,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.6802367245785684,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.46058333774732757,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.8339712912015952,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.08792528044113,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.9232425105985854,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6264782216840298,0.8793350263099811,2.694974322315176,-1.0233543622335455,-1.0695526302367395,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6163569797449205,0.8793350263099811,2.694974322315176,-1.0233543622335455,-1.0618334229546897,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4789476910780275,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.22365738408177527,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49622823199393357,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,0.13699642449728253,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7874887385472097,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.6812292098048237,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.532664875345556,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-0.719850658070594,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2744109485425164,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.040403401184388975,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8166520157961656,-1.137222981093309,-0.37106104934644724,0.9771786166205685,0.34894465424923227,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3749006243657038,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.363165627593254,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.9037215190340553,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.6981609050571163,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13995585966938148,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-1.0175025232154868,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5382258671191287,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,0.34744556894149176,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6921591828684843,0.8793350263099811,2.694974322315176,-1.0233543622335455,0.0012784940923158301,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5436445309732922,-1.137222981093309,2.694974322315176,0.9771786166205685,-0.09442823784992041,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4939122242568508,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.22625899144085054,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.578002870778896,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.18329148761288488,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5118837421477374,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.2958311107647926,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0939286024640817,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.19230157581526022,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3865761681813127,0.8793350263099811,2.694974322315176,-1.0233543622335455,1.4914657561957934,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1362079311926487,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.5622248581327005,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.11645253706888052,0.8793350263099811,2.694974322315176,0.9771786166205685,-0.8348938605974408,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.936005503878847,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-1.206352206724518,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3345859119254376,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.7315072466744763,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7408749003157249,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.3519616721993841,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.24001918043807227,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.8690014395595631,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.454091062963683,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.26724965232212455,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09230000847998975,-1.137222981093309,2.694974322315176,-1.0233543622335455,-0.8721810771133096,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2527192144335439,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.4679165140836128,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1104904310629653,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.657582318281602,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5766700614163243,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.20403615980439443,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9561311456269639,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,1.413116504708136,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01744478072784149,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.1717277065253633,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.856830755848308,0.8793350263099811,-0.37106104934644724,0.9771786166205685,0.8593517402791409,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.11167494134836427,-1.137222981093309,-0.37106104934644724,0.9771786166205685,-0.03915773772336482,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1105773916458708,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-1.5646189028598374,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9897028204905564,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.1161296175425224,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.153050162658853,0.8793350263099811,-0.37106104934644724,-1.0233543622335455,-0.08837070710515933,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3305286550368887,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.421599741707113,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9249524215770357,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-1.6004593897559831,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.32183968504064586,-1.137222981093309,-0.37106104934644724,0.9771786166205685,1.7079480125385176,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7619983038203426,0.8793350263099811,-0.37106104934644724,0.9771786166205685,-1.6527208603477141,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.24161036139750433,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-0.05853708345367087,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20818089855311298,-1.137222981093309,-0.37106104934644724,-1.0233543622335455,-1.2783499256199078,0.0
